Day,Site,Product,Reseller,Quantity
1,10,Sugar,C,0
1,10,Sugar,D,47
1,10,PowderMilk,A,0
1,10,PowderMilk,B,0
1,10,PowderMilk,C,0
1,10,PowderMilk,D,0
1,10,Flavour,A,0
1,10,Flavour,B,0
1,10,Flavour,C,0
1,10,Flavour,D,0
1,11,Sugar,A,0
1,11,Sugar,B,0
1,11,Sugar,C,0
1,11,Sugar,D,0
1,11,PowderMilk,A,0
1,11,PowderMilk,B,0
1,11,PowderMilk,C,0
1,11,PowderMilk,D,0
1,11,Flavour,A,0
1,11,Flavour,B,0
1,11,Flavour,C,0
1,11,Flavour,D,0
1,12,Sugar,A,0
1,12,Sugar,B,0
1,12,Sugar,C,0
1,12,Sugar,D,0
1,12,PowderMilk,A,0
1,12,PowderMilk,B,0
1,12,PowderMilk,C,0
1,12,PowderMilk,D,0
1,12,Flavour,A,0
1,12,Flavour,B,0
1,12,Flavour,C,0
1,12,Flavour,D,0
1,13,Sugar,A,0
1,13,Sugar,B,0
1,13,Sugar,C,0
1,13,Sugar,D,0
1,13,PowderMilk,A,0
1,13,PowderMilk,B,0
1,13,PowderMilk,C,0
1,13,PowderMilk,D,0
1,13,Flavour,A,0
1,13,Flavour,B,0
1,13,Flavour,C,0
1,13,Flavour,D,0
1,14,Sugar,A,0
1,14,Sugar,B,0
1,14,Sugar,C,0
1,14,Sugar,D,0
1,14,PowderMilk,A,0
1,14,PowderMilk,B,0
1,14,PowderMilk,C,0
1,14,PowderMilk,D,0
1,14,Flavour,A,0
1,14,Flavour,B,0
1,14,Flavour,C,0
1,14,Flavour,D,0
1,15,Sugar,A,0
1,15,Sugar,B,0
1,15,Sugar,C,0
1,15,Sugar,D,9
1,15,PowderMilk,A,0
1,15,PowderMilk,B,0
1,15,PowderMilk,C,0
1,15,PowderMilk,D,0
1,15,Flavour,A,0
1,15,Flavour,B,0
1,15,Flavour,C,0
1,15,Flavour,D,0
1,16,Sugar,A,0
1,16,Sugar,B,0
1,16,Sugar,C,0
1,16,Sugar,D,0
1,16,PowderMilk,A,0
1,16,PowderMilk,B,0
1,16,PowderMilk,C,0
1,16,PowderMilk,D,0
1,16,Flavour,A,0
1,16,Flavour,B,0
1,16,Flavour,C,0
1,16,Flavour,D,0
1,17,Sugar,A,0
1,17,Sugar,B,0
1,17,Sugar,C,0
1,17,Sugar,D,18
1,17,PowderMilk,A,0
1,17,PowderMilk,B,0
1,17,PowderMilk,C,0
1,17,PowderMilk,D,0
1,17,Flavour,A,0
1,17,Flavour,B,0
1,17,Flavour,C,0
1,17,Flavour,D,0
1,18,Sugar,A,0
1,18,Sugar,B,0
1,18,Sugar,C,0
1,18,Sugar,D,0
1,18,PowderMilk,A,0
1,18,PowderMilk,B,0
1,18,PowderMilk,C,0
1,18,PowderMilk,D,0
1,18,Flavour,A,0
1,18,Flavour,B,0
1,18,Flavour,C,0
1,18,Flavour,D,0
1,19,Sugar,A,0
1,19,Sugar,B,0
1,19,Sugar,C,0
1,19,Sugar,D,12
1,19,PowderMilk,A,0
1,19,PowderMilk,B,0
1,19,PowderMilk,C,0
1,19,PowderMilk,D,0
1,19,Flavour,A,0
1,19,Flavour,B,0
1,19,Flavour,C,0
1,19,Flavour,D,0
1,20,Sugar,A,0
1,20,Sugar,B,0
1,20,Sugar,C,0
1,20,Sugar,D,323
1,20,PowderMilk,A,0
1,20,PowderMilk,B,0
1,20,PowderMilk,C,0
1,20,PowderMilk,D,0
1,20,Flavour,A,0
1,20,Flavour,B,0
1,20,Flavour,C,0
1,20,Flavour,D,0
1,21,Sugar,A,0
1,21,Sugar,B,0
1,21,Sugar,C,0
1,21,Sugar,D,0
1,21,PowderMilk,A,0
1,21,PowderMilk,B,0
1,21,PowderMilk,C,0
1,21,PowderMilk,D,0
1,21,Flavour,A,0
1,21,Flavour,B,0
1,21,Flavour,C,0
1,21,Flavour,D,0
1,22,Sugar,A,0
1,22,Sugar,B,0
1,22,Sugar,C,0
1,22,Sugar,D,309
1,22,PowderMilk,A,0
1,22,PowderMilk,B,0
1,22,PowderMilk,C,0
1,22,PowderMilk,D,0
1,22,Flavour,A,0
1,22,Flavour,B,0
1,22,Flavour,C,0
1,22,Flavour,D,0
1,23,Sugar,A,0
1,23,Sugar,B,0
1,23,Sugar,C,0
1,23,Sugar,D,0
1,23,PowderMilk,A,0
1,23,PowderMilk,B,0
1,23,PowderMilk,C,0
1,23,PowderMilk,D,0
1,23,Flavour,A,0
1,23,Flavour,B,0
1,23,Flavour,C,0
1,23,Flavour,D,0
1,24,Sugar,A,0
1,24,Sugar,B,0
1,24,Sugar,C,0
1,24,Sugar,D,38
1,24,PowderMilk,A,0
1,24,PowderMilk,B,0
1,24,PowderMilk,C,0
1,24,PowderMilk,D,0
1,24,Flavour,A,0
1,24,Flavour,B,0
1,24,Flavour,C,0
1,24,Flavour,D,0
1,25,Sugar,A,0
1,25,Sugar,B,0
1,25,Sugar,C,0
1,25,Sugar,D,0
1,25,PowderMilk,A,0
1,25,PowderMilk,B,0
1,25,PowderMilk,C,0
1,25,PowderMilk,D,0
1,25,Flavour,A,0
1,25,Flavour,B,0
1,25,Flavour,C,0
1,25,Flavour,D,0
1,26,Sugar,A,0
1,26,Sugar,B,0
1,26,Sugar,C,0
1,26,Sugar,D,0
1,26,PowderMilk,A,0
1,26,PowderMilk,B,0
1,26,PowderMilk,C,0
1,26,PowderMilk,D,0
1,26,Flavour,A,0
1,26,Flavour,B,0
1,26,Flavour,C,0
1,26,Flavour,D,0
1,27,Sugar,A,0
1,27,Sugar,B,0
1,27,Sugar,C,0
1,27,Sugar,D,10
1,27,PowderMilk,A,0
1,27,PowderMilk,B,0
1,27,PowderMilk,C,0
1,27,PowderMilk,D,0
1,27,Flavour,A,0
1,27,Flavour,B,0
1,27,Flavour,C,0
1,27,Flavour,D,0
1,28,Sugar,A,0
1,28,Sugar,B,0
1,28,Sugar,C,0
1,28,Sugar,D,0
1,28,PowderMilk,A,0
1,28,PowderMilk,B,0
1,28,PowderMilk,C,0
1,28,PowderMilk,D,0
1,28,Flavour,A,0
1,28,Flavour,B,0
1,28,Flavour,C,0
1,28,Flavour,D,0
1,29,Sugar,A,0
1,29,Sugar,B,0
1,29,Sugar,C,0
1,29,Sugar,D,0
1,29,PowderMilk,A,0
1,29,PowderMilk,B,0
1,29,PowderMilk,C,0
1,29,PowderMilk,D,0
1,29,Flavour,A,0
1,29,Flavour,B,0
1,29,Flavour,C,0
1,29,Flavour,D,0
1,30,Sugar,A,0
1,30,Sugar,B,0
1,30,Sugar,C,0
1,30,Sugar,D,0
1,30,PowderMilk,A,0
1,30,PowderMilk,B,0
1,30,PowderMilk,C,0
1,30,PowderMilk,D,0
1,30,Flavour,A,0
1,30,Flavour,B,0
1,30,Flavour,C,0
1,30,Flavour,D,0
2,1,Sugar,A,0
2,1,Sugar,B,0
2,1,Sugar,C,0
2,1,Sugar,D,0
2,1,PowderMilk,A,0
2,1,PowderMilk,B,0
2,1,PowderMilk,C,0
2,1,PowderMilk,D,0
2,1,Flavour,A,0
2,1,Flavour,B,0
2,1,Flavour,C,0
2,1,Flavour,D,0
2,2,Sugar,A,0
2,2,Sugar,B,0
2,2,Sugar,C,0
2,2,Sugar,D,0
2,2,PowderMilk,A,0
2,2,PowderMilk,B,0
2,2,PowderMilk,C,0
2,2,PowderMilk,D,0
2,2,Flavour,A,0
2,2,Flavour,B,0
2,2,Flavour,C,0
2,2,Flavour,D,0
2,3,Sugar,A,0
2,3,Sugar,B,0
2,3,Sugar,C,0
2,3,Sugar,D,0
2,3,PowderMilk,A,0
2,3,PowderMilk,B,0
2,3,PowderMilk,C,0
2,3,PowderMilk,D,0
2,3,Flavour,A,0
2,3,Flavour,B,0
2,3,Flavour,C,0
2,3,Flavour,D,0
2,4,Sugar,A,37
2,4,Sugar,B,0
2,4,Sugar,C,0
2,4,Sugar,D,0
2,4,PowderMilk,A,3
2,4,PowderMilk,B,0
2,4,PowderMilk,C,0
2,4,PowderMilk,D,0
2,4,Flavour,A,8
2,4,Flavour,B,0
2,4,Flavour,C,0
2,4,Flavour,D,0
2,5,Sugar,A,0
2,5,Sugar,B,0
2,5,Sugar,C,0
2,5,Sugar,D,0
2,5,PowderMilk,A,0
2,5,PowderMilk,B,0
2,5,PowderMilk,C,0
2,5,PowderMilk,D,0
2,5,Flavour,A,0
2,5,Flavour,B,0
2,5,Flavour,C,0
2,5,Flavour,D,0
2,6,Sugar,A,0
2,6,Sugar,B,0
2,6,Sugar,C,0
2,6,Sugar,D,0
2,6,PowderMilk,A,0
2,6,PowderMilk,B,0
2,6,PowderMilk,C,0
2,6,PowderMilk,D,0
2,6,Flavour,A,0
2,6,Flavour,B,0
2,6,Flavour,C,0
2,6,Flavour,D,0
2,7,Sugar,A,0
2,7,Sugar,B,0
2,7,Sugar,C,0
2,7,Sugar,D,0
2,7,PowderMilk,A,0
2,7,PowderMilk,B,0
2,7,PowderMilk,C,0
2,7,PowderMilk,D,0
2,7,Flavour,A,0
2,7,Flavour,B,0
2,7,Flavour,C,0
2,7,Flavour,D,0
2,8,Sugar,A,0
2,8,Sugar,B,0
2,8,Sugar,C,0
2,8,Sugar,D,0
2,8,PowderMilk,A,0
2,8,PowderMilk,B,0
2,8,PowderMilk,C,0
2,8,PowderMilk,D,0
2,8,Flavour,A,0
2,8,Flavour,B,0
2,8,Flavour,C,0
2,8,Flavour,D,0
2,9,Sugar,A,0
2,9,Sugar,B,0
2,9,Sugar,C,0
2,9,Sugar,D,0
2,9,PowderMilk,A,0
2,9,PowderMilk,B,0
2,9,PowderMilk,C,0
2,9,PowderMilk,D,0
2,9,Flavour,A,0
2,9,Flavour,B,0
2,9,Flavour,C,0
2,9,Flavour,D,0
2,10,Sugar,A,0
2,10,Sugar,B,0
2,10,Sugar,C,0
2,10,Sugar,D,0
2,10,PowderMilk,A,0
2,10,PowderMilk,B,0
2,10,PowderMilk,C,0
2,10,PowderMilk,D,0
2,10,Flavour,A,0
2,10,Flavour,B,0
2,10,Flavour,C,0
2,10,Flavour,D,0
2,11,Sugar,A,0
2,11,Sugar,B,0
2,11,Sugar,C,0
2,11,Sugar,D,0
2,11,PowderMilk,A,0
2,11,PowderMilk,B,0
2,11,PowderMilk,C,0
2,11,PowderMilk,D,0
2,11,Flavour,A,0
2,11,Flavour,B,0
2,11,Flavour,C,0
2,11,Flavour,D,0
2,12,Sugar,A,0
2,12,Sugar,B,0
2,12,Sugar,C,0
2,12,Sugar,D,0
2,12,PowderMilk,A,0
2,12,PowderMilk,B,0
2,12,PowderMilk,C,0
2,12,PowderMilk,D,0
2,12,Flavour,A,0
2,12,Flavour,B,0
2,12,Flavour,C,0
2,12,Flavour,D,0
2,13,Sugar,A,0
2,13,Sugar,B,0
2,13,Sugar,C,0
2,13,Sugar,D,0
2,13,PowderMilk,A,0
2,13,PowderMilk,B,0
2,13,PowderMilk,C,0
2,13,PowderMilk,D,0
2,13,Flavour,A,0
2,13,Flavour,B,0
2,13,Flavour,C,0
2,13,Flavour,D,0
2,14,Sugar,A,43
2,14,Sugar,B,0
2,14,Sugar,C,0
2,14,Sugar,D,0
2,14,PowderMilk,A,37
2,14,PowderMilk,B,0
2,14,PowderMilk,C,0
2,14,PowderMilk,D,0
2,14,Flavour,A,0
2,14,Flavour,B,0
2,14,Flavour,C,0
2,14,Flavour,D,0
2,15,Sugar,A,0
2,15,Sugar,B,0
2,15,Sugar,C,0
2,15,Sugar,D,0
2,15,PowderMilk,A,0
2,15,PowderMilk,B,0
2,15,PowderMilk,C,0
2,15,PowderMilk,D,0
2,15,Flavour,A,0
2,15,Flavour,B,0
2,15,Flavour,C,0
2,15,Flavour,D,0
2,16,Sugar,A,0
2,16,Sugar,B,0
2,16,Sugar,C,0
2,16,Sugar,D,0
2,16,PowderMilk,A,0
2,16,PowderMilk,B,0
2,16,PowderMilk,C,0
2,16,PowderMilk,D,0
2,16,Flavour,A,0
2,16,Flavour,B,0
2,16,Flavour,C,0
2,16,Flavour,D,0
2,17,Sugar,A,0
2,17,Sugar,B,0
2,17,Sugar,C,0
2,17,Sugar,D,0
2,17,PowderMilk,A,0
2,17,PowderMilk,B,0
2,17,PowderMilk,C,0
2,17,PowderMilk,D,0
2,17,Flavour,A,0
2,17,Flavour,B,0
2,17,Flavour,C,0
2,17,Flavour,D,0
2,18,Sugar,A,0
2,18,Sugar,B,0
2,18,Sugar,C,0
2,18,Sugar,D,0
2,18,PowderMilk,A,0
2,18,PowderMilk,B,0
2,18,PowderMilk,C,0
2,18,PowderMilk,D,0
2,18,Flavour,A,0
2,18,Flavour,B,0
2,18,Flavour,C,0
2,18,Flavour,D,0
2,19,Sugar,A,0
2,19,Sugar,B,0
2,19,Sugar,C,0
2,19,Sugar,D,0
2,19,PowderMilk,A,0
2,19,PowderMilk,B,0
2,19,PowderMilk,C,0
2,19,PowderMilk,D,0
2,19,Flavour,A,0
2,19,Flavour,B,0
2,19,Flavour,C,0
2,19,Flavour,D,0
2,20,Sugar,A,0
2,20,Sugar,B,0
2,20,Sugar,C,0
2,20,Sugar,D,0
2,20,PowderMilk,A,0
2,20,PowderMilk,B,0
2,20,PowderMilk,C,0
2,20,PowderMilk,D,0
2,20,Flavour,A,0
2,20,Flavour,B,0
2,20,Flavour,C,0
2,20,Flavour,D,0
2,21,Sugar,A,0
2,21,Sugar,B,0
2,21,Sugar,C,0
2,21,Sugar,D,0
2,21,PowderMilk,A,0
2,21,PowderMilk,B,0
2,21,PowderMilk,C,0
2,21,PowderMilk,D,0
2,21,Flavour,A,0
2,21,Flavour,B,0
2,21,Flavour,C,0
2,21,Flavour,D,0
2,22,Sugar,A,0
2,22,Sugar,B,0
2,22,Sugar,C,0
2,22,Sugar,D,0
2,22,PowderMilk,A,0
2,22,PowderMilk,B,0
2,22,PowderMilk,C,4
2,22,PowderMilk,D,0
2,22,Flavour,A,0
2,22,Flavour,B,0
2,22,Flavour,C,0
2,22,Flavour,D,0
2,23,Sugar,A,82
2,23,Sugar,B,0
2,23,Sugar,C,0
2,23,Sugar,D,0
2,23,PowderMilk,A,54
2,23,PowderMilk,B,0
2,23,PowderMilk,C,0
2,23,PowderMilk,D,0
2,23,Flavour,A,0
2,23,Flavour,B,0
2,23,Flavour,C,0
2,23,Flavour,D,0
2,24,Sugar,A,0
2,24,Sugar,B,0
2,24,Sugar,C,0
2,24,Sugar,D,0
2,24,PowderMilk,A,12
2,24,PowderMilk,B,0
2,24,PowderMilk,C,0
2,24,PowderMilk,D,0
2,24,Flavour,A,0
2,24,Flavour,B,0
2,24,Flavour,C,0
2,24,Flavour,D,0
2,25,Sugar,A,4
2,25,Sugar,B,0
2,25,Sugar,C,0
2,25,Sugar,D,0
2,25,PowderMilk,A,5
2,25,PowderMilk,B,0
2,25,PowderMilk,C,0
2,25,PowderMilk,D,0
2,25,Flavour,A,0
2,25,Flavour,B,0
2,25,Flavour,C,0
2,25,Flavour,D,0
2,26,Sugar,A,0
2,26,Sugar,B,0
2,26,Sugar,C,0
2,26,Sugar,D,0
2,26,PowderMilk,A,0
2,26,PowderMilk,B,0
2,26,PowderMilk,C,0
2,26,PowderMilk,D,0
2,26,Flavour,A,0
2,26,Flavour,B,0
2,26,Flavour,C,0
2,26,Flavour,D,0
2,27,Sugar,A,0
2,27,Sugar,B,0
2,27,Sugar,C,0
2,27,Sugar,D,0
2,27,PowderMilk,A,0
2,27,PowderMilk,B,0
2,27,PowderMilk,C,0
2,27,PowderMilk,D,0
2,27,Flavour,A,0
2,27,Flavour,B,0
2,27,Flavour,C,0
2,27,Flavour,D,0
2,28,Sugar,A,0
2,28,Sugar,B,0
2,28,Sugar,C,0
2,28,Sugar,D,0
2,28,PowderMilk,A,0
2,28,PowderMilk,B,0
2,28,PowderMilk,C,0
2,28,PowderMilk,D,0
2,28,Flavour,A,0
2,28,Flavour,B,0
2,28,Flavour,C,0
2,28,Flavour,D,0
2,29,Sugar,A,0
2,29,Sugar,B,0
2,29,Sugar,C,0
2,29,Sugar,D,0
2,29,PowderMilk,A,0
2,29,PowderMilk,B,0
2,29,PowderMilk,C,0
2,29,PowderMilk,D,0
2,29,Flavour,A,0
2,29,Flavour,B,0
2,29,Flavour,C,0
2,29,Flavour,D,0
2,30,Sugar,A,0
2,30,Sugar,B,0
2,30,Sugar,C,0
2,30,Sugar,D,0
2,30,PowderMilk,A,0
2,30,PowderMilk,B,0
2,30,PowderMilk,C,0
2,30,PowderMilk,D,0
2,30,Flavour,A,0
2,30,Flavour,B,0
2,30,Flavour,C,0
2,30,Flavour,D,0
3,1,Sugar,A,0
3,1,Sugar,B,0
3,1,Sugar,C,0
3,1,Sugar,D,0
3,1,PowderMilk,A,0
3,1,PowderMilk,B,0
3,1,PowderMilk,C,0
3,1,PowderMilk,D,0
3,1,Flavour,A,0
3,1,Flavour,B,0
3,1,Flavour,C,0
3,1,Flavour,D,0
3,2,Sugar,A,0
3,2,Sugar,B,0
3,2,Sugar,C,0
3,2,Sugar,D,0
3,2,PowderMilk,A,0
3,2,PowderMilk,B,0
3,2,PowderMilk,C,0
3,2,PowderMilk,D,0
3,2,Flavour,A,0
3,2,Flavour,B,0
3,2,Flavour,C,0
3,2,Flavour,D,0
3,3,Sugar,A,0
3,3,Sugar,B,0
3,3,Sugar,C,0
3,3,Sugar,D,0
3,3,PowderMilk,A,0
3,3,PowderMilk,B,0
3,3,PowderMilk,C,0
3,3,PowderMilk,D,0
3,3,Flavour,A,0
3,3,Flavour,B,0
3,3,Flavour,C,0
3,3,Flavour,D,0
3,4,Sugar,A,0
3,4,Sugar,B,0
3,4,Sugar,C,0
3,4,Sugar,D,0
3,4,PowderMilk,A,0
3,4,PowderMilk,B,0
3,4,PowderMilk,C,0
3,4,PowderMilk,D,0
3,4,Flavour,A,0
3,4,Flavour,B,0
3,4,Flavour,C,0
3,4,Flavour,D,0
3,5,Sugar,A,0
3,5,Sugar,B,0
3,5,Sugar,C,0
3,5,Sugar,D,0
3,5,PowderMilk,A,0
3,5,PowderMilk,B,0
3,5,PowderMilk,C,0
3,5,PowderMilk,D,0
3,5,Flavour,A,0
3,5,Flavour,B,0
3,5,Flavour,C,0
3,5,Flavour,D,0
3,6,Sugar,A,0
3,6,Sugar,B,0
3,6,Sugar,C,0
3,6,Sugar,D,0
3,6,PowderMilk,A,0
3,6,PowderMilk,B,0
3,6,PowderMilk,C,0
3,6,PowderMilk,D,0
3,6,Flavour,A,0
3,6,Flavour,B,0
3,6,Flavour,C,0
3,6,Flavour,D,0
3,7,Sugar,A,0
3,7,Sugar,B,0
3,7,Sugar,C,0
3,7,Sugar,D,0
3,7,PowderMilk,A,0
3,7,PowderMilk,B,0
3,7,PowderMilk,C,0
3,7,PowderMilk,D,0
3,7,Flavour,A,0
3,7,Flavour,B,0
3,7,Flavour,C,0
3,7,Flavour,D,0
3,8,Sugar,A,0
3,8,Sugar,B,0
3,8,Sugar,C,0
3,8,Sugar,D,0
3,8,PowderMilk,A,0
3,8,PowderMilk,B,0
3,8,PowderMilk,C,0
3,8,PowderMilk,D,0
3,8,Flavour,A,0
3,8,Flavour,B,0
3,8,Flavour,C,0
3,8,Flavour,D,0
3,9,Sugar,A,0
3,9,Sugar,B,0
3,9,Sugar,C,0
3,9,Sugar,D,0
3,9,PowderMilk,A,0
3,9,PowderMilk,B,0
3,9,PowderMilk,C,0
3,9,PowderMilk,D,0
3,9,Flavour,A,0
3,9,Flavour,B,0
3,9,Flavour,C,0
3,9,Flavour,D,0
3,10,Sugar,A,0
3,10,Sugar,B,0
3,10,Sugar,C,0
3,10,Sugar,D,0
3,10,PowderMilk,A,0
3,10,PowderMilk,B,0
3,10,PowderMilk,C,0
3,10,PowderMilk,D,0
3,10,Flavour,A,0
3,10,Flavour,B,0
3,10,Flavour,C,0
3,10,Flavour,D,0
3,11,Sugar,A,0
3,11,Sugar,B,0
3,11,Sugar,C,0
3,11,Sugar,D,0
3,11,PowderMilk,A,0
3,11,PowderMilk,B,0
3,11,PowderMilk,C,0
3,11,PowderMilk,D,0
3,11,Flavour,A,0
3,11,Flavour,B,0
3,11,Flavour,C,0
3,11,Flavour,D,0
3,12,Sugar,A,0
3,12,Sugar,B,0
3,12,Sugar,C,0
3,12,Sugar,D,0
3,12,PowderMilk,A,0
3,12,PowderMilk,B,0
3,12,PowderMilk,C,0
3,12,PowderMilk,D,0
3,12,Flavour,A,0
3,12,Flavour,B,0
3,12,Flavour,C,0
3,12,Flavour,D,0
3,13,Sugar,A,0
3,13,Sugar,B,0
3,13,Sugar,C,0
3,13,Sugar,D,0
3,13,PowderMilk,A,0
3,13,PowderMilk,B,0
3,13,PowderMilk,C,0
3,13,PowderMilk,D,0
3,13,Flavour,A,0
3,13,Flavour,B,0
3,13,Flavour,C,0
3,13,Flavour,D,0
3,14,Sugar,A,0
3,14,Sugar,B,0
3,14,Sugar,C,0
3,14,Sugar,D,0
3,14,PowderMilk,A,0
3,14,PowderMilk,B,0
3,14,PowderMilk,C,0
3,14,PowderMilk,D,0
3,14,Flavour,A,0
3,14,Flavour,B,0
3,14,Flavour,C,0
3,14,Flavour,D,0
3,15,Sugar,A,0
3,15,Sugar,B,0
3,15,Sugar,C,0
3,15,Sugar,D,0
3,15,PowderMilk,A,0
3,15,PowderMilk,B,0
3,15,PowderMilk,C,0
3,15,PowderMilk,D,0
3,15,Flavour,A,0
3,15,Flavour,B,0
3,15,Flavour,C,0
3,15,Flavour,D,0
3,16,Sugar,A,0
3,16,Sugar,B,0
3,16,Sugar,C,0
3,16,Sugar,D,0
3,16,PowderMilk,A,0
3,16,PowderMilk,B,0
3,16,PowderMilk,C,0
3,16,PowderMilk,D,0
3,16,Flavour,A,0
3,16,Flavour,B,0
3,16,Flavour,C,0
3,16,Flavour,D,0
3,17,Sugar,A,0
3,17,Sugar,B,0
3,17,Sugar,C,0
3,17,Sugar,D,0
3,17,PowderMilk,A,0
3,17,PowderMilk,B,0
3,17,PowderMilk,C,1
3,17,PowderMilk,D,0
3,17,Flavour,A,0
3,17,Flavour,B,0
3,17,Flavour,C,0
3,17,Flavour,D,0
3,18,Sugar,A,0
3,18,Sugar,B,0
3,18,Sugar,C,0
3,18,Sugar,D,0
3,18,PowderMilk,A,0
3,18,PowderMilk,B,0
3,18,PowderMilk,C,0
3,18,PowderMilk,D,0
3,18,Flavour,A,0
3,18,Flavour,B,0
3,18,Flavour,C,0
3,18,Flavour,D,0
3,19,Sugar,A,0
3,19,Sugar,B,0
3,19,Sugar,C,0
3,19,Sugar,D,0
3,19,PowderMilk,A,0
3,19,PowderMilk,B,0
3,19,PowderMilk,C,0
3,19,PowderMilk,D,0
3,19,Flavour,A,0
3,19,Flavour,B,0
3,19,Flavour,C,0
3,19,Flavour,D,0
3,20,Sugar,A,0
3,20,Sugar,B,0
3,20,Sugar,C,0
3,20,Sugar,D,0
3,20,PowderMilk,A,0
3,20,PowderMilk,B,0
3,20,PowderMilk,C,0
3,20,PowderMilk,D,0
3,20,Flavour,A,0
3,20,Flavour,B,0
3,20,Flavour,C,0
3,20,Flavour,D,0
3,21,Sugar,A,0
3,21,Sugar,B,0
3,21,Sugar,C,0
3,21,Sugar,D,0
3,21,PowderMilk,A,0
3,21,PowderMilk,B,0
3,21,PowderMilk,C,0
3,21,PowderMilk,D,0
3,21,Flavour,A,0
3,21,Flavour,B,0
3,21,Flavour,C,0
3,21,Flavour,D,0
3,22,Sugar,A,0
3,22,Sugar,B,0
3,22,Sugar,C,0
3,22,Sugar,D,0
3,22,PowderMilk,A,0
3,22,PowderMilk,B,0
3,22,PowderMilk,C,0
3,22,PowderMilk,D,0
3,22,Flavour,A,0
3,22,Flavour,B,0
3,22,Flavour,C,0
3,22,Flavour,D,0
3,23,Sugar,A,0
3,23,Sugar,B,0
3,23,Sugar,C,0
3,23,Sugar,D,0
3,23,PowderMilk,A,0
3,23,PowderMilk,B,0
3,23,PowderMilk,C,0
3,23,PowderMilk,D,0
3,23,Flavour,A,0
3,23,Flavour,B,0
3,23,Flavour,C,0
3,23,Flavour,D,0
3,24,Sugar,A,0
3,24,Sugar,B,0
3,24,Sugar,C,0
3,24,Sugar,D,0
3,24,PowderMilk,A,0
3,24,PowderMilk,B,0
3,24,PowderMilk,C,0
3,24,PowderMilk,D,0
3,24,Flavour,A,0
3,24,Flavour,B,0
3,24,Flavour,C,0
3,24,Flavour,D,0
3,25,Sugar,A,0
3,25,Sugar,B,0
3,25,Sugar,C,0
3,25,Sugar,D,0
3,25,PowderMilk,A,0
3,25,PowderMilk,B,0
3,25,PowderMilk,C,0
3,25,PowderMilk,D,0
3,25,Flavour,A,0
3,25,Flavour,B,0
3,25,Flavour,C,0
3,25,Flavour,D,0
3,26,Sugar,A,0
